TR Name,Category of registration,Degree,Hypercoreness_False,Hypercoreness_sub_False,Hypercoreness_True,Hypercoreness_sub_True,Hypercoreness_G_False,Hypercoreness_G_sub_False,Hypercoreness_G_True,Hypercoreness_G_sub_True,TR Country,Members FTE,Assets,Revenue,Nb employees,NACE,Level Sub-National,Level Global,Level European,Level National,Level Regional/Local
DuPont de Nemours International SARL,Companies and groups,6.0,0.283099459924485,0.356849377669209,0.0490419127207442,0.0951996431544713,0.583333333333333,0.40625,0.108,0.154639175257732,SWITZERLAND,2.0,,,75.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,0,0,0
RTX Corporation,Companies and groups,1.0,0.0625230607465469,0.155040547052861,0.0133459506487714,0.0431259356247779,0.305555555555556,0.28125,0.044,0.0927835051546392,UNITED STATES,2.0,161869000.0,68920000.0,,C - Manufacturing,1,1,1,1,0
5Rights Foundation,"Non-governmental organisations, platforms and networks and similar",11.0,0.222967547674808,,0.0334975811132416,,0.25,,0.048,,UNITED KINGDOM,2.0,,,,,0,1,0,0,0
Business for Inclusive Growth,Trade and business associations,2.0,0.090461055616626,,0.0141210574688695,,0.166666666666667,,0.024,,FRANCE,3.0,,,,,0,1,0,0,0
Council of Bars and Law Societies of Europe,Trade unions and professional associations,3.0,0.0667949146871864,,0.0139946375462821,,0.0833333333333333,,0.02,,BELGIUM,6.0,,,,,0,0,1,0,0
Ridens,Professional consultancies,2.0,0.0721199955391993,0.0296624956378683,0.0102331563141185,0.0043342792857791,0.111111111111111,0.03125,0.016,0.0103092783505155,BELGIUM,4.0,,,,,0,0,1,0,0
S.C. Verde Magnesium S.R.L.,Companies and groups,3.0,0.131693351813793,0.204943333831863,0.0236506325383921,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ROMANIA,4.75,1203.41777655244,935.150395102978,1.0,B - Mining and quarrying,1,1,1,1,0
Affordable Medicines Europe,Trade and business associations,5.0,0.144881231180997,,0.0167605733194939,,0.166666666666667,,0.024,,BELGIUM,3.5,,,,,0,0,1,1,0
International Cocoa Initiative,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,SWITZERLAND,7.0,,,,,0,1,0,0,0
GreenBuzz Bern,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SWITZERLAND,1.5,,,,,0,1,1,0,0
Fridays For Future SOSAmazonia International,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,GERMANY,3.75,,,,,0,1,1,1,1
Conseil International du Notariat Belge /Internationale Raad van het Belgisch Notariaat,Trade unions and professional associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.75,,,,,1,1,1,1,0
PUBLIC AFFAIRS AND NETWORKS,Professional consultancies,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,GREECE,0.25,,,,,0,0,0,1,0
Association of Chartered Certified Accountants,Trade unions and professional associations,1.0,0.0460912233745957,0.0296624956378683,0.0074436550151605,0.0043342792857791,0.0833333333333333,0.03125,0.012,0.0103092783505155,UNITED KINGDOM,2.5,,,,,0,1,0,0,0
Accountancy Europe,Trade unions and professional associations,6.0,0.224050884990999,0.0678726922246041,0.0309051963141096,0.0145318485502225,0.222222222222222,0.09375,0.048,0.0309278350515464,BELGIUM,7.0,,,,,0,1,1,0,0
The Shift Project,Think tanks and research institutions,2.0,0.107237011900779,0.221145537331539,0.0219655975936177,0.0718973197616364,0.611111111111111,0.65625,0.088,0.216494845360825,FRANCE,0.75,,,,,0,0,1,1,1
DNB Bank ASA,Companies and groups,4.0,0.107561057209769,,0.0167841388452401,,0.138888888888889,,0.024,,NORWAY,1.0,328238446.840093,6661764.88257945,10625.0,K - Financial and insurance activities,1,1,1,1,0
Burgenland Energie AG,Companies and groups,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,AUSTRIA,0.25,1079206.00191809,581588.863274348,,"M - Professional, scientific and technical activities",1,0,1,1,0
PANTARHEI Corporate Advisors,Professional consultancies,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,AUSTRIA,9.0,,,,,0,0,1,1,0
Lenzing AG,Companies and groups,6.0,0.288483646385955,0.352354304800838,0.0506489086250808,0.0855772224781955,0.472222222222222,0.28125,0.092,0.154639175257732,AUSTRIA,0.75,5892964.30582643,2809280.1277411,8301.0,C - Manufacturing,0,1,1,0,0
Fondazione S.O.S. Il Telefono Azzurro Onlus,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,ITALY,0.5,,,,,0,1,1,1,1
"Cogniware, s.r.o.",Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CZECH REPUBLIC,0.75,1282.90048418939,,,"M - Professional, scientific and technical activities",0,1,0,0,0
VDE Verband der Elektrotechnik Elektronik Informationstechnik,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.35,,,,,0,1,1,1,1
Atlantik-Brücke e.V.,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,3.0,,,,,0,1,0,0,0
Bund der Deutschen Katholischen Jugend (BDKJ),"Non-governmental organisations, platforms and networks and similar",1.0,0.0496949130940432,,0.0085184893452074,,0.111111111111111,,0.016,,GERMANY,0.5,,,,,0,0,0,1,0
Arbeitsgemeinschaft katholisch-sozialer Bildungswerke in der Bundesrepublik Deutschland e.V. (AKSB),"Non-governmental organisations, platforms and networks and similar",2.0,0.0757236852586468,,0.0113079906441654,,0.111111111111111,,0.016,,GERMANY,3.0,,,,,0,0,1,1,0
Netafim Deutschland GmbH,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,1.0,7246.52977013404,,6.0,C - Manufacturing,0,0,0,1,0
Proton AG,Companies and groups,4.0,0.206343577243544,0.402257091579839,0.041059754968865,0.133002485999882,0.583333333333333,0.4375,0.128,0.216494845360825,SWITZERLAND,0.5,,,4.0,J - Information and communication,0,1,1,0,0
Hill & Knowlton International Belgium,Professional consultancies,10.0,0.372795647533018,0.234605829469731,0.0567235468671415,0.0881257782629461,0.583333333333333,0.4375,0.112,0.144329896907216,BELGIUM,11.25,,,,,1,1,1,1,0
OMV Aktiengesellschaft,Companies and groups,10.0,0.467205945610094,0.661247237316583,0.0857438342147729,0.236831492981806,1.0,1.0,0.264,0.45360824742268,AUSTRIA,2.0,60187142.5229311,67064576.023221,22308.0,B - Mining and quarrying,0,1,0,0,0
The Oil and Gas employers' Federation (FPPG),Trade unions and professional associations,1.0,0.0460912233745957,0.0478899745750037,0.0074436550151605,0.0095759128322338,0.0833333333333333,0.0625,0.012,0.0206185567010309,ROMANIA,0.75,,,,,0,0,0,1,0
Confederatia Patronala Concordia (CPC),Trade and business associations,1.0,0.0460912233745957,0.0478899745750037,0.0074436550151605,0.0095759128322338,0.0833333333333333,0.0625,0.012,0.0206185567010309,ROMANIA,0.25,,,,,0,0,1,1,0
ReCommon ETS,"Non-governmental organisations, platforms and networks and similar",2.0,0.10191910019277,0.0678726922246041,0.0176454651753596,0.0290636971004449,0.166666666666667,0.09375,0.036,0.0618556701030928,ITALY,1.0,,,,,0,1,0,0,0
Food & Water Action Europe,"Non-governmental organisations, platforms and networks and similar",4.0,0.190900922429862,0.185498612426675,0.0312387410674739,0.0414388393941391,0.305555555555556,0.15625,0.06,0.0927835051546392,UNITED STATES,1.5,,,,,0,1,1,0,0
Green Course,"Non-governmental organisations, platforms and networks and similar",2.0,0.10191910019277,0.0678726922246041,0.0176454651753596,0.0290636971004449,0.166666666666667,0.09375,0.036,0.0618556701030928,ISRAEL,2.0,,,,,0,0,0,1,0
Thermo Fisher Scientific,Companies and groups,3.0,0.0721199955391993,,0.0130226576130765,,0.111111111111111,,0.02,,UNITED STATES,0.25,97154000.0,44915000.0,130000.0,C - Manufacturing,0,1,0,0,0
Computer & Communications Industry Association,Trade and business associations,10.0,0.289929105131514,0.0879634245642023,0.039858621170182,0.0182384322723583,0.333333333333333,0.125,0.056,0.0412371134020619,UNITED STATES,6.0,,,,,0,1,0,0,0
DreamQuark,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.25,3230.60646500587,,,"M - Professional, scientific and technical activities",0,1,0,0,0
ING Group,Companies and groups,19.0,0.553957048861699,0.556647473287136,0.095104520397952,0.158800372838317,0.833333333333333,0.75,0.184,0.257731958762887,NETHERLANDS,2.75,,,,,0,1,0,0,0
AIG Europe S.A.,Companies and groups,3.0,0.16961111376635,0.324447047875434,0.0339898451196348,0.104706304904323,0.472222222222222,0.46875,0.088,0.154639175257732,LUXEMBOURG,0.3,12883042.221427,4457112.17331886,,K - Financial and insurance activities,0,1,0,0,0
Vinnova,"Other organisations, public or mixed entities",2.0,0.0260287721646035,,0.0055790025979159,,0.0277777777777778,,0.008,,SWEDEN,1.5,,,,,0,0,0,1,0
Universidade de Aveiro,Academic institutions,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,PORTUGAL,2.0,,,,,0,0,1,1,1
MINHA TERRA - Federação Portuguesa de Associações de Desenvolvimento Local,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,PORTUGAL,0.5,,,,,0,0,0,1,0
Virus Matemático,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,2.0,,,,,0,1,0,0,0
European Panel Federation,Trade and business associations,3.0,0.138166451592347,0.204874786047826,0.0235024651321907,0.0424772070193066,0.25,0.1875,0.052,0.0927835051546392,BELGIUM,5.0,,,,,0,0,1,0,0
"Vocento, S.A. (VOCENTO)",Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,SPAIN,1.25,458714.57511425,367621.645819545,2914.0,C - Manufacturing,0,0,0,1,0
GSK,Companies and groups,3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,UNITED KINGDOM,4.3,72584170.3264713,44224379.1072369,69400.0,C - Manufacturing,1,1,1,1,0
World Union of Wholesale Markets (WUWM),"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,NETHERLANDS,1.75,,,,,0,1,0,0,0
Whale and Dolphin Conservation,"Non-governmental organisations, platforms and networks and similar",1.0,0.0639616689767242,0.17059466241255,0.014504293410476,0.0501243804148246,0.361111111111111,0.3125,0.052,0.103092783505155,UNITED KINGDOM,7.45,,,,,0,1,0,0,0
Fuzu Limited,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FINLAND,0.25,1212.72361814976,723.154453039169,9.0,J - Information and communication,0,1,1,0,0
Prospera International Network of Women's Funds,"Non-governmental organisations, platforms and networks and similar",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,CANADA,1.0,,,,,0,1,0,0,0
EUROCOPYA,Trade unions and professional associations,1.0,0.0565567397919355,0.116911361483623,0.0101834055272801,0.0242387747469483,0.194444444444444,0.1875,0.028,0.0618556701030928,FRANCE,1.0,,,,,0,0,1,0,0
European Microfinance Network aisbl,"Non-governmental organisations, platforms and networks and similar",3.0,0.11648982778123,,0.0169105587678275,,0.138888888888889,,0.028,,BELGIUM,4.0,,,,,0,0,1,0,0
Suntory Beverage & Food Europe,Companies and groups,1.0,0.0496949130940432,0.0678726922246041,0.0085184893452074,0.0145318485502225,0.111111111111111,0.09375,0.016,0.0309278350515464,UNITED KINGDOM,1.0,318.621782660484,,,C - Manufacturing,1,1,1,1,0
Boehringer Ingelheim,Companies and groups,4.0,0.19184103618028,0.143050916463101,0.0350839707201628,0.0717365783516813,0.388888888888889,0.25,0.088,0.164948453608247,GERMANY,1.5,,,23.0,"M - Professional, scientific and technical activities",0,1,0,0,0
European Health Management Association asbl,"Non-governmental organisations, platforms and networks and similar",2.0,0.125046121493094,0.143050916463101,0.0266919012975428,0.0717365783516813,0.388888888888889,0.25,0.088,0.164948453608247,BELGIUM,4.5,,,,,1,1,1,1,0
European Hospital and Healthcare Employers' Association,"Other organisations, public or mixed entities",4.0,0.225313132278673,0.32775395915383,0.0455512791048049,0.130260559997947,0.777777777777778,0.84375,0.136,0.278350515463918,BELGIUM,2.0,,,,,0,0,1,0,0
Oncompass Medicine,Companies and groups,3.0,0.151074893657697,0.143050916463101,0.0294814025965007,0.0717365783516813,0.388888888888889,0.25,0.088,0.164948453608247,HUNGARY,0.25,3153.23675263673,,,"M - Professional, scientific and technical activities",0,0,1,0,0
Stiftung Mercator,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.75,,,,,1,1,1,1,0
European Industrial Gases Association AISBL,Trade and business associations,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,BELGIUM,1.75,,,,,0,1,1,0,0
Positive Money Europe,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,3.25,,,,,0,1,1,1,0
C&A Mode GmbH & Co. KG,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,1.0,1044598.53963316,2205954.18166449,10955.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,0,0,0
Suedzucker AG,Companies and groups,4.0,0.205955487581449,0.284481612576233,0.042175313524597,0.137071952044465,0.527777777777778,0.40625,0.128,0.268041237113402,GERMANY,1.0,10298308.7027073,10191162.9666686,18341.0,C - Manufacturing,1,1,1,1,0
Federazione Italiana dell'Industria Alimentare,Trade and business associations,2.0,0.130231802322803,0.196518188012031,0.0308673228804316,0.122540103494242,0.527777777777778,0.40625,0.128,0.268041237113402,ITALY,6.0,,,,,0,0,1,1,0
Federación española de Industrias de Alimentación y Bebidas,Trade and business associations,2.0,0.130231802322803,0.196518188012031,0.0308673228804316,0.122540103494242,0.527777777777778,0.40625,0.128,0.268041237113402,SPAIN,3.0,,,,,1,0,1,1,0
AgriFood Lithuania DIH,"Non-governmental organisations, platforms and networks and similar",3.0,0.156260574487406,0.196518188012031,0.0336568241793896,0.122540103494242,0.527777777777778,0.40625,0.128,0.268041237113402,LITHUANIA,1.0,,,,,0,1,1,1,1
SEB Pank AS,Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,ESTONIA,1.0,8826857.38497972,223772.572636604,1050.0,K - Financial and insurance activities,0,1,0,0,0
Irish Funds Industry Association CLG,Trade and business associations,7.0,0.237871560802307,0.0879634245642023,0.0314901172733081,0.0182384322723583,0.25,0.125,0.048,0.0412371134020619,IRELAND,2.75,,,,,0,0,1,1,0
Centre for security analysis and prevention,Think tanks and research institutions,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CZECH REPUBLIC,0.25,,,,,0,1,0,0,0
Southern Sparsely Populated Areas network,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,SPAIN,1.0,,,,,1,0,1,1,0
Lonza AG (LON),Companies and groups,1.0,0.0496949130940432,,0.0085184893452074,,0.111111111111111,,0.016,,SWITZERLAND,0.5,,,,C - Manufacturing,0,1,0,0,0
Generali Deutschland AG,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.25,9449714.15514052,904414.503272772,,K - Financial and insurance activities,0,0,0,1,0
Fundación Instituto Hermes para el empoderamiento de la ciudadanía,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,0.25,,,,,0,1,1,1,0
FUNDACIÓN FOROS DE LA CONCORDIA,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,0.4,,,,,1,0,1,1,0
Move EU - The European Association of On-Demand Mobility,"Other organisations, public or mixed entities",9.0,0.324728926699485,0.115762666799608,0.0445363404121308,0.0241077613824564,0.444444444444444,0.125,0.08,0.0412371134020619,BELGIUM,1.5,,,,,0,0,1,0,0
European Parliamentary Financial Services Forum,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0555555555555556,,0.012,,BELGIUM,3.5,,,,,0,0,1,0,0
Stichting VU,Academic institutions,2.0,0.0825855119565391,0.116911361483623,0.012972906826238,0.0242387747469483,0.194444444444444,0.1875,0.028,0.0618556701030928,NETHERLANDS,0.5,,,,,1,1,1,1,0
Fundacja Instytut Spraw Publicznych,Think tanks and research institutions,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,POLAND,4.0,,,,,0,0,0,1,0
ExchangeWire,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED KINGDOM,1.5,1500.90997008789,,12.0,N - Administrative and support service activities,0,1,0,0,0
EFELA,Trade unions and professional associations,3.0,0.0667949146871864,,0.011181570721578,,0.0833333333333333,,0.016,,FRANCE,0.1,,,,,0,0,1,0,0
VDL Groep,Companies and groups,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,NETHERLANDS,0.5,3575753.45239639,6189874.67197239,2961.0,C - Manufacturing,1,1,1,1,0
International Federation of Air Traffic Controllers Associations,Trade unions and professional associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,CANADA,1.25,,,,,1,1,1,1,0
Reforest'Action,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.25,26002.6265711567,18135.7164400799,,"M - Professional, scientific and technical activities",0,1,1,1,1
Europäischer Nierenpatientenverband,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,AUSTRIA,0.75,,,,,0,0,1,0,0
NGVA Europe,Associations and networks of public authorities,8.0,0.365320938679922,0.314144108214102,0.060642478750543,0.114706539690917,0.444444444444444,0.40625,0.116,0.144329896907216,BELGIUM,0.25,,,,,0,0,1,1,0
ART 2030,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,DENMARK,5.5,,,,,0,1,0,0,0
Wilmar Europe Trading BV,Companies and groups,4.0,0.118852459016393,,0.0139710720205359,,0.111111111111111,,0.016,,NETHERLANDS,0.6,553732.163885951,1313137.59557014,74.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,0,0,0
"Generation 2.0 -Second Generation/ Institute for Rights, Equality and Diversity","Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,GREECE,0.1,,,,,0,0,0,1,0
Moniheli ry,"Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,FINLAND,0.75,,,,,0,0,1,1,1
Italian National Union of Refugees and Exiles,"Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,ITALY,0.75,,,,,1,1,1,1,0
GROUPE SOS SOLIDARITES-ASSFAM,"Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,FRANCE,0.25,,,,,1,0,1,1,0
Ocalenie Foundation,"Non-governmental organisations, platforms and networks and similar",2.0,0.0894886010610333,0.155040547052861,0.0168897216530254,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,POLAND,0.25,,,,,0,0,1,1,1
Migrant Women Association Malta,"Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,MALTA,0.25,,,,,1,1,1,1,0
FERRERO International,Companies and groups,6.0,0.18137551976294,0.200257158050418,0.0301065239682653,0.0544586597006038,0.305555555555556,0.3125,0.048,0.103092783505155,LUXEMBOURG,2.25,,301055.789318444,81.0,L - Real estate activities,1,1,1,1,0
Valneva,Companies and groups,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,FRANCE,1.0,662725.192432404,401939.484354258,778.0,C - Manufacturing,1,1,1,1,0
Dublin Chamber of Commerce,Trade and business associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,IRELAND,0.25,,,,,0,0,0,1,1
"Digital Innovation Hub on Livestock, Environment, Agriculture & Forest (DIH-LEAF) (DIH-LEAF)",Associations and networks of public authorities,2.0,0.0260287721646035,,0.0055790025979159,,0.0277777777777778,,0.008,,SPAIN,0.25,,,,,0,0,1,0,0
Merck,Companies and groups,11.0,0.366788064171805,0.275408378616415,0.0528428815364614,0.0804675301573747,0.611111111111111,0.46875,0.096,0.154639175257732,GERMANY,2.35,51757806.7672253,24087016.2433386,64232.0,C - Manufacturing,1,1,1,1,0
VIER PFOTEN International,"Non-governmental organisations, platforms and networks and similar",3.0,0.141445777374182,0.143050916463101,0.0227911242504048,0.0358682891758407,0.361111111111111,0.25,0.052,0.0824742268041237,AUSTRIA,13.0,,,,,1,1,1,1,0
European Associations of Fish Processors and European Federation of National Organisations of Fish Importers and Exporters,Trade and business associations,4.0,0.151509821727286,0.321854695315486,0.0329623177919801,0.0888784480596475,0.472222222222222,0.4375,0.092,0.164948453608247,BELGIUM,0.5,,,,,0,1,1,0,0
Asociación Española de Banca,Trade and business associations,20.0,0.639930061017381,0.308566811240175,0.106175614093641,0.119428495951088,0.555555555555556,0.28125,0.192,0.247422680412371,SPAIN,5.0,,,,,0,0,0,1,0
The Shark Trust,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0555555555555556,,0.012,,UNITED KINGDOM,1.0,,,,,0,1,0,0,0
Polymun Scientific Immunbiologische Forschung GmbH (Polymun),Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,AUSTRIA,0.25,100483.932875657,54207.0233864405,120.0,C - Manufacturing,0,0,0,1,0
GML Limited,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GIBRALTAR,1.0,,,,,0,1,0,0,0
EUROPEAN BUSINESS AVIATION ASSOCIATION,Trade and business associations,1.0,0.0522241870987271,0.0879634245642023,0.0091269758301521,0.0182384322723583,0.138888888888889,0.125,0.02,0.0412371134020619,BELGIUM,1.65,,,,,0,0,1,0,0
CIRFS: European Man-made Fibres Association,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.5,,,,,0,0,1,0,0
Reaktor Group,Professional consultancies,2.0,0.0721199955391993,0.0296624956378683,0.0102331563141185,0.0043342792857791,0.111111111111111,0.03125,0.016,0.0103092783505155,FINLAND,0.75,,,,,0,1,0,0,0
"Boury, Tallon & Associés",Professional consultancies,2.0,0.0667949146871864,,0.00839206942262,,0.0555555555555556,,0.012,,FRANCE,0.3,,,,,1,0,1,1,0
,,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,,,,,,,,,,,
Stellantis,Companies and groups,13.0,0.446743934107601,0.498645661963873,0.0733271875577735,0.138807878700787,0.916666666666667,1.0,0.176,0.329896907216495,NETHERLANDS,1.15,198553894.336224,191552735.295296,282926.0,C - Manufacturing,1,1,1,1,0
"European Confederation of Workers' Cooperatives, Social Cooperatives and Social and Participative Enterprises","Non-governmental organisations, platforms and networks and similar",2.0,0.0803774156032436,0.0678726922246041,0.0124635298824017,0.0145318485502225,0.166666666666667,0.09375,0.028,0.0309278350515464,BELGIUM,5.0,,,,,0,0,1,0,0
EUROBANK ASSET MANAGEMENT ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΔΙΑΧΕΙΡΙΣΗΣ ΑΜΟΙΒΑΙΩΝ ΚΕΦΑΛΑΙΩΝ,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GREECE,2.5,46916.2087757659,21512.461598379,51.0,K - Financial and insurance activities,0,0,1,0,0
REWE ZENTRALFINANZ eG,Companies and groups,2.0,0.090461055616626,0.0478899745750037,0.0141210574688695,0.0095759128322338,0.166666666666667,0.0625,0.024,0.0206185567010309,GERMANY,4.9,40806283.2016349,87204000.9005666,245384.0,K - Financial and insurance activities,1,0,1,1,0
Académie de l'Air et de l'Espace,"Non-governmental organisations, platforms and networks and similar",3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,FRANCE,0.75,,,,,0,0,1,0,0
Universität Stuttgart,Academic institutions,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.2,,,,,1,1,1,1,0
Latvijas Brīvo arodbiedrību savienība,Trade unions and professional associations,2.0,0.10328920326913,0.143050916463101,0.0189485187724335,0.0358682891758407,0.305555555555556,0.25,0.052,0.0824742268041237,LATVIA,1.0,,,,,0,0,0,1,0
Envien group,Companies and groups,2.0,0.10191910019277,0.0879634245642023,0.0176454651753596,0.0327702808225808,0.166666666666667,0.125,0.036,0.0618556701030928,SLOVAKIA,0.85,42349.4624176375,0.0,,"M - Professional, scientific and technical activities",0,0,1,0,0
Greenergy Fuels Ltd,Companies and groups,1.0,0.0522241870987271,0.0879634245642023,0.0091269758301521,0.0182384322723583,0.138888888888889,0.125,0.02,0.0412371134020619,UNITED KINGDOM,1.0,2930307.4079175,22820455.427125,,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,1,0,0
Argent Energy,Companies and groups,2.0,0.10191910019277,0.0879634245642023,0.0176454651753596,0.0327702808225808,0.166666666666667,0.125,0.036,0.0618556701030928,UNITED KINGDOM,1.25,243681.807751179,509403.397078395,148.0,C - Manufacturing,0,1,1,1,0
Cargill,Companies and groups,6.0,0.231070432856984,0.184703042690729,0.0358355120145148,0.0619920634607796,0.416666666666667,0.3125,0.068,0.11340206185567,UNITED STATES,2.0,55800000.0,109699000.0,,C - Manufacturing,1,1,1,1,0
European Third Party Providers Association,Trade and business associations,4.0,0.158893084165751,0.214016567791681,0.0273829709689701,0.068786899854949,0.555555555555556,0.5625,0.08,0.185567010309278,BELGIUM,1.6,,,,,0,0,1,0,0
PLUG POWER EUROPE (PLUG POWER),Companies and groups,3.0,0.121814908633243,,0.018751645659326,,0.138888888888889,,0.032,,FRANCE,4.25,25788.3128226769,8321.51641323626,,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,1,0,0
CLAI,Professional consultancies,3.0,0.121814908633243,,0.018751645659326,,0.138888888888889,,0.032,,FRANCE,3.75,,,,,0,0,1,1,1
Seqens,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.25,7553077.46624985,814195.330145649,757.0,L - Real estate activities,0,1,0,0,0
European Tax Adviser Federation,Trade unions and professional associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,1.75,,,,,0,0,1,0,0
