TR Name,Category of registration,Degree,Hypercoreness_False,Hypercoreness_sub_False,Hypercoreness_True,Hypercoreness_sub_True,Hypercoreness_G_False,Hypercoreness_G_sub_False,Hypercoreness_G_True,Hypercoreness_G_sub_True,TR Country,Members FTE,Assets,Revenue,Nb employees,NACE,Level Sub-National,Level Global,Level European,Level National,Level Regional/Local
Swiss Re Ltd.,Companies and groups,2.0,0.11780847233507,0.293986905296043,0.0237742489375112,0.0769551717506791,0.444444444444444,0.40625,0.072,0.154639175257732,SWITZERLAND,2.0,,,35.0,K - Financial and insurance activities,0,1,1,1,0
Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen,Companies and groups,3.0,0.111971036658223,0.143050916463101,0.0171649906009965,0.0358682891758407,0.277777777777778,0.25,0.04,0.0824742268041237,GERMANY,3.0,318454609.209299,71604023.4452486,,K - Financial and insurance activities,0,1,1,1,0
SCOR SE,Companies and groups,1.0,0.0599134923290159,0.143050916463101,0.0115859880030806,0.0358682891758407,0.25,0.25,0.036,0.0824742268041237,FRANCE,0.25,59016016.2848234,21046141.102314,,K - Financial and insurance activities,0,1,1,1,0
FAM,Companies and groups,12.0,0.283953862575475,0.0478899745750037,0.0392030036337449,0.0095759128322338,0.305555555555556,0.0625,0.056,0.0206185567010309,SWEDEN,0.35,6503888.63173127,457740.724280477,984.0,K - Financial and insurance activities,1,1,1,1,0
RHEA System S.A.,Professional consultancies,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,BELGIUM,1.0,,,,,0,0,1,0,0
E-Civis Association (E-Civis),"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,ROMANIA,0.25,,,,,0,0,1,0,0
Liga Nacional de Fútbol Profesional,Companies and groups,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,SPAIN,1.35,,,,"R - Arts, entertainment and recreation",1,1,1,1,0
Finnish trade union representation to the EU,Trade unions and professional associations,6.0,0.190972454555593,0.0478899745750037,0.0242042283346544,0.0095759128322338,0.194444444444444,0.0625,0.032,0.0206185567010309,BELGIUM,2.0,,,,,0,0,1,1,0
Each One Teach One (EOTO),"Non-governmental organisations, platforms and networks and similar",3.0,0.108614284121143,0.116911361483623,0.015762408125196,0.0242387747469483,0.222222222222222,0.1875,0.032,0.0618556701030928,GERMANY,2.75,,,,,0,1,1,1,1
Lufthansa Group,Companies and groups,21.0,0.529808026254999,0.226976253385845,0.0863897268448989,0.0578758604281778,0.583333333333333,0.21875,0.144,0.134020618556701,GERMANY,5.0,,,,,1,1,1,1,0
Chartered Accountants Ireland,Trade and business associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,IRELAND,0.5,,,,,0,1,0,0,0
Union of European Federalists,"Non-governmental organisations, platforms and networks and similar",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,BELGIUM,6.5,,,,,0,1,1,0,0
Foreningen For Skånsomt Kystfiskeri Producentorganisation,Trade and business associations,1.0,0.0407661425225828,0.0296624956378683,0.005602568123662,0.0043342792857791,0.0555555555555556,0.03125,0.008,0.0103092783505155,DENMARK,0.5,,,,,0,0,1,1,0
Klubrádió Szolgáltató Zártkörűen Működő Részvénytársaság,"Other organisations, public or mixed entities",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,HUNGARY,2.0,,,,,0,0,0,1,0
Young European Research Universities Network,Academic institutions,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,5.0,,,,,0,1,1,0,0
Confédération Européenne de l’Industrie de la Chaussure,Trade and business associations,2.0,0.123373321225446,0.284481612576233,0.025686208357148,0.071045373927973,0.361111111111111,0.28125,0.08,0.154639175257732,BELGIUM,3.1,,,,,0,0,1,0,0
ASOCIAȚIA ASTRICO NORD-EST,"Non-governmental organisations, platforms and networks and similar",2.0,0.123373321225446,0.284481612576233,0.025686208357148,0.071045373927973,0.361111111111111,0.28125,0.08,0.154639175257732,ROMANIA,1.5,,,,,1,0,1,1,0
E-Garderobe,Companies and groups,2.0,0.123373321225446,0.284481612576233,0.025686208357148,0.071045373927973,0.361111111111111,0.28125,0.08,0.154639175257732,POLAND,0.25,237.402886301279,133.80889955163,,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,0,1,1,1
Chanel Limited,Companies and groups,3.0,0.164139463748028,0.314144108214102,0.0312887764808101,0.0753796532137522,0.361111111111111,0.28125,0.08,0.154639175257732,UNITED KINGDOM,1.75,17977988.6654231,17175915.4185676,30290.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,1,1,0
The Association For International Sport for All,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,2.0,,,,,0,1,0,0,0
Conference of European Schools for Advanced Engineering Education and Research,"Non-governmental organisations, platforms and networks and similar",3.0,0.116955981455814,0.185500689632252,0.020837565713688,0.0560860185693088,0.444444444444444,0.375,0.068,0.123711340206186,BELGIUM,6.0,,,,,0,1,1,1,0
Cercle des Délégués Permanents Français,"Non-governmental organisations, platforms and networks and similar",3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,BELGIUM,0.5,,,,,0,0,1,0,0
TD Bank Group,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CANADA,0.1,,,,K - Financial and insurance activities,1,1,1,1,0
Oxfam-Solidarité / Oxfam-Solidariteit,"Non-governmental organisations, platforms and networks and similar",2.0,0.10191910019277,0.135745384449208,0.0176454651753596,0.0290636971004449,0.25,0.1875,0.036,0.0618556701030928,BELGIUM,1.5,,,,,0,1,1,1,1
Legal & General Group Plc,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED KINGDOM,0.25,619421285.014629,16522293.6843634,,K - Financial and insurance activities,0,1,1,1,1
Institutional Limited Partners Association (ILPA) (ILPA),Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED STATES,0.25,,,,,0,1,0,0,0
CONFCOMMERCIO - IMPRESE PER L'ITALIA,Trade and business associations,4.0,0.104115088658414,,0.0111580051958318,,0.111111111111111,,0.016,,ITALY,5.5,,,,,0,0,1,1,0
Inchainge,Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,NETHERLANDS,0.5,1080.86418981433,,,P - Education,0,1,0,0,0
World Wide Fund for Nature - Netherlands (WWF-NL),"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,0.75,,,,,0,1,1,1,0
Corbion,Companies and groups,4.0,0.184165113352132,0.32775395915383,0.0338392905167551,0.0943922708221067,0.777777777777778,0.84375,0.112,0.278350515463918,NETHERLANDS,0.8,1818978.76727581,1565341.40896797,2601.0,C - Manufacturing,0,1,0,0,0
CHAMBRE OFFICIELLE DE COMMERCE D'ESPAGNE EN BELGIQUE ET AU LUXEMBOURG ASBL,Trade and business associations,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,BELGIUM,0.75,,,,,0,0,1,0,0
Transatlantic Consumer Dialogue,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,1.0,,,,,0,1,1,0,0
B. Braun SE,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,2.2,11268423.0727458,9678267.2266835,65999.0,C - Manufacturing,1,1,1,1,0
The International Motor Vehicle Inspection Committee,"Non-governmental organisations, platforms and networks and similar",5.0,0.19611289012092,0.155040547052861,0.0301300894940114,0.0431259356247779,0.361111111111111,0.28125,0.068,0.0927835051546392,BELGIUM,3.75,,,,,0,1,1,0,0
Metallinjalostajat ry - Finnish Steel and Metal Producers,Trade and business associations,1.0,0.0543486434386401,0.0879634245642023,0.0096740285834437,0.0182384322723583,0.166666666666667,0.125,0.024,0.0412371134020619,FINLAND,1.5,,,,,0,0,1,0,0
Royal Institute of International Affairs,Think tanks and research institutions,7.0,0.211676145868183,0.0296624956378683,0.0251526427421139,0.0043342792857791,0.222222222222222,0.03125,0.036,0.0103092783505155,UNITED KINGDOM,1.7,,,,,0,1,1,1,0
EuroNatur - Stiftung Europäisches Naturerbe,"Non-governmental organisations, platforms and networks and similar",6.0,0.250975162898883,0.131883859281785,0.0372242662123848,0.0299564221249827,0.361111111111111,0.15625,0.06,0.0515463917525773,GERMANY,1.5,,,,,0,0,1,0,0
Riverwatch,"Non-governmental organisations, platforms and networks and similar",3.0,0.132948589271774,0.077552470212872,0.0204898781539832,0.0182444714037922,0.166666666666667,0.0625,0.032,0.0412371134020619,AUSTRIA,0.5,,,,,0,0,1,0,0
FOGTEC Brandschutz GmbH (FOGTEC),Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.25,20852.7384858088,,109.0,C - Manufacturing,0,1,0,0,0
"Delta Air Lines, Inc.",Companies and groups,2.0,0.0260287721646035,,0.0055790025979159,,0.0277777777777778,,0.008,,UNITED STATES,0.75,73498000.0,58048000.0,,H - Transportation and storage,0,1,0,0,0
Negative Emissions Platform,Trade and business associations,4.0,0.150897098886393,0.129441065523373,0.0217798245867709,0.0279194383031951,0.305555555555556,0.21875,0.044,0.0721649484536082,BELGIUM,2.25,,,,,1,1,1,1,0
"Clean Air Task Force, Inc.","Non-governmental organisations, platforms and networks and similar",10.0,0.336588443339865,0.265294464662579,0.0528843344105932,0.0557337834077873,0.583333333333333,0.34375,0.096,0.123711340206186,UNITED STATES,6.5,,,,,0,1,0,0,0
COMMISSARIAT D'INVESTISSEMENT A L'INNOVATION ET LA MOBILISATION ECONOMIQUE,Associations and networks of public authorities,2.0,0.0721199955391993,,0.0102331563141185,,0.0833333333333333,,0.012,,FRANCE,0.5,,,,,1,0,1,1,0
Chambre de Commerce du Grand-Duché de Luxembourg,Trade and business associations,1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,LUXEMBOURG,3.5,,,,,0,0,1,1,0
Optiver,Companies and groups,9.0,0.256941483853495,0.146573857121492,0.0409386163930561,0.0285730540327275,0.222222222222222,0.1875,0.06,0.0618556701030928,NETHERLANDS,2.0,1026064.90954377,,,K - Financial and insurance activities,0,1,1,1,0
"PayPal Limited, Belgium Branch",Companies and groups,5.0,0.159618601538976,,0.019573640144198,,0.194444444444444,,0.028,,LUXEMBOURG,1.75,,1390.0,6.0,J - Information and communication,1,1,1,1,0
North European Oil Trade Oy,Companies and groups,1.0,0.0496949130940432,0.0296624956378683,0.0085184893452074,0.0043342792857791,0.111111111111111,0.03125,0.016,0.0103092783505155,FINLAND,0.1,1791683.41977179,9731867.05076694,53.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,1,1,1,0
African Wildlife Foundation,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,KENYA,1.0,,,,,1,1,0,1,0
Verband der Deutschen Biokraftstoffindustrie,Trade and business associations,1.0,0.0643296850356068,0.196518188012031,0.0148006136518423,0.0612700517471211,0.388888888888889,0.40625,0.056,0.134020618556701,GERMANY,0.75,,,,,0,0,1,1,0
AECC,Trade and business associations,5.0,0.142416001529417,0.196518188012031,0.0259586188476741,0.0612700517471211,0.388888888888889,0.40625,0.056,0.134020618556701,BELGIUM,1.0,,,,,0,0,1,0,0
Methanol Institute,Trade and business associations,3.0,0.131124599722793,0.196518188012031,0.0231926830744624,0.0612700517471211,0.388888888888889,0.40625,0.056,0.134020618556701,BELGIUM,1.75,,,,,0,1,1,0,0
European Boating Association,"Non-governmental organisations, platforms and networks and similar",1.0,0.0643296850356068,0.196518188012031,0.0148006136518423,0.0612700517471211,0.388888888888889,0.40625,0.056,0.134020618556701,UNITED KINGDOM,0.55,,,,,0,0,1,0,0
eFuel Alliance,"Other organisations, public or mixed entities",5.0,0.196931287737577,0.284481612576233,0.0391806206633542,0.100796347572904,0.388888888888889,0.40625,0.084,0.144329896907216,GERMANY,6.0,,,,,0,0,1,1,0
CO2 Value Europe AISBL,Trade and business associations,2.0,0.10509582755819,0.226180683649899,0.0204031817755044,0.0656043310329003,0.388888888888889,0.40625,0.056,0.134020618556701,BELGIUM,2.1,,,,,0,0,1,0,0
Networks Matter,Professional consultancies,1.0,0.0565567397919355,0.116911361483623,0.0101834055272801,0.0242387747469483,0.194444444444444,0.1875,0.028,0.0618556701030928,BELGIUM,0.5,,,,,0,0,1,1,0
International Dalit Solidarity Network,"Non-governmental organisations, platforms and networks and similar",1.0,0.0565567397919355,0.116911361483623,0.0101834055272801,0.0242387747469483,0.194444444444444,0.1875,0.028,0.0618556701030928,DENMARK,4.0,,,,,0,1,0,0,0
Christelijk Nationaal Vakverbond Vakcentrale,Trade unions and professional associations,3.0,0.128676735331135,0.164801336058627,0.0204165618413986,0.0338146875791822,0.194444444444444,0.1875,0.032,0.0618556701030928,NETHERLANDS,1.0,,,,,0,1,1,1,0
Brot für die Welt,"Non-governmental organisations, platforms and networks and similar",3.0,0.123351654479122,0.146573857121492,0.0185754749499001,0.0285730540327275,0.222222222222222,0.1875,0.032,0.0618556701030928,GERMANY,0.75,,,,,1,1,1,1,0
Unrepresented Nations and Peoples Organization,"Non-governmental organisations, platforms and networks and similar",1.0,0.0565567397919355,0.116911361483623,0.0101834055272801,0.0242387747469483,0.194444444444444,0.1875,0.028,0.0618556701030928,NETHERLANDS,1.0,,,,,1,1,1,1,0
"Gevo, Inc.",Companies and groups,5.0,0.159618601538976,,0.019573640144198,,0.194444444444444,,0.028,,UNITED STATES,0.25,700748.0,1175.0,89.0,"M - Professional, scientific and technical activities",0,1,1,1,1
Air Products,Companies and groups,8.0,0.364653411715974,0.524353158183359,0.0623305848365803,0.135908964220133,0.833333333333333,0.6875,0.16,0.268041237113402,BELGIUM,2.1,602066.56860159,214761.709158912,259.0,C - Manufacturing,1,0,1,1,0
European Endowment for Democracy,"Non-governmental organisations, platforms and networks and similar",7.0,0.265468782360719,0.252833308406866,0.0429174767471834,0.0837914989771669,0.527777777777778,0.4375,0.1,0.164948453608247,BELGIUM,0.6,,,,,0,1,0,0,0
FacilityLive OpCo (FacilityLive),Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,ITALY,1.0,17249.460016228,8248.6719297111,86.0,J - Information and communication,0,1,1,1,1
European Fund and Asset Management Association,Trade and business associations,10.0,0.284877248323217,0.278108745866361,0.0496630932030194,0.0851020558183389,0.833333333333333,0.84375,0.12,0.278350515463918,BELGIUM,14.2,,,,,0,1,1,0,0
EcoVadis,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,1.2,,11552.5231361389,,"M - Professional, scientific and technical activities",0,1,0,0,0
European Association of Urology,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,NETHERLANDS,2.25,,,,,0,0,1,0,0
Royal Dutch Grain and Feed Trade Association (Het Comité),Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,1.5,,,,,0,0,0,1,0
Ile-de-France Europe (IdFE),Associations and networks of public authorities,1.0,0.0460912233745957,0.0478899745750037,0.0074436550151605,0.0095759128322338,0.0833333333333333,0.0625,0.012,0.0206185567010309,FRANCE,7.0,,,,,0,0,0,0,1
Groupe ADP,Companies and groups,4.0,0.137988656821042,0.261906542366685,0.0290624286379052,0.0783628126871829,0.583333333333333,0.5625,0.092,0.185567010309278,FRANCE,2.25,656.709214956284,1177.8262395153,,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",1,1,1,1,0
World Wide Fund for Nature Belgium,"Non-governmental organisations, platforms and networks and similar",5.0,0.180005416686581,0.155836116788806,0.0260139690722334,0.0327702808225808,0.305555555555556,0.1875,0.044,0.0618556701030928,BELGIUM,3.5,,,,,0,1,0,0,0
R3 LLC (R3),Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED STATES,0.75,,12500.0,45.0,J - Information and communication,0,1,1,1,0
"HISPASAT, S.A.",Companies and groups,3.0,0.0667949146871864,,0.011181570721578,,0.0833333333333333,,0.016,,SPAIN,1.0,1308979.56519171,245917.105358123,373.0,J - Information and communication,1,0,0,1,0
Municipal Waste Europe,"Non-governmental organisations, platforms and networks and similar",2.0,0.0260287721646035,,0.0055790025979159,,0.0277777777777778,,0.008,,BELGIUM,2.85,,,,,0,0,1,0,0
Foundation Save Plantation Bolivia,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,3.25,,,,,1,0,0,1,0
Rabobank,Companies and groups,22.0,0.490881964026829,0.274934775744886,0.0817748928591245,0.0710663448472781,0.611111111111111,0.34375,0.128,0.123711340206186,NETHERLANDS,1.75,50378.0069103753,201.466568216689,15.0,K - Financial and insurance activities,0,1,0,0,0
World Biogas Association,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED KINGDOM,0.25,,,,,0,1,0,0,0
"Kaunas Chamber of Commerce, Industry and Crafts",Trade and business associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,LITHUANIA,0.25,,,,,1,0,1,1,0
International Rescue Committee Belgium (IRC Belgium),"Non-governmental organisations, platforms and networks and similar",2.0,0.0951147859612229,0.0975351878624724,0.0152765967071059,0.0188661278360017,0.222222222222222,0.125,0.032,0.0412371134020619,UNITED STATES,5.75,,,,,0,1,0,0,0
SEKAB Biofuels & Chemicals AB,Companies and groups,1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,SWEDEN,0.5,45262.3388213515,105320.453662395,69.0,C - Manufacturing,0,0,1,0,0
2030 sekretariatet,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,SWEDEN,0.75,,,,,0,0,1,1,0
Private Investors for Africa,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.1,,,,,0,1,0,0,0
